age,country_region,device_type,education_background,course_level,course_category,week_of_year,sessions,time_spent_hours,videos_watched,quiz_attempts,assignments_submitted,forum_posts,avg_quiz_score,attendance_rate,completion_status,final_score
23.0,0,0,2,2,4,3.0,25.0,27.2,32.0,8.0,4.0,2.0,76.5,0.939,0.0,77.3
23.0,1,1,2,0,1,35.0,16.0,36.4,17.0,5.0,4.0,2.0,66.3,0.943,0.0,83.7
22.0,3,0,3,2,2,28.0,14.0,29.9,21.0,7.0,4.0,1.0,66.9,0.798,0.0,66.8
19.0,4,1,1,1,2,7.0,20.0,19.2,24.0,8.0,3.0,2.0,43.1,0.868,0.0,66.9
27.0,2,0,3,0,1,16.0,21.0,10.2,33.0,12.0,7.0,2.0,62.5,0.984,0.0,77.7
24.0,0,1,2,1,4,2.0,35.0,15.7,62.0,5.0,4.0,1.0,67.8,0.958,1.0,77.3
18.0,0,1,3,1,2,27.0,11.0,17.8,7.0,11.0,3.0,1.0,63.4,0.828,0.0,90.5
19.0,1,0,2,2,1,11.0,35.0,11.6,68.0,10.0,5.0,2.0,64.7,1.0,1.0,86.1
22.0,2,2,2,2,1,47.0,9.0,12.9,1.0,5.0,2.0,1.0,55.3,0.865,0.0,56.0
22.0,3,0,3,1,3,38.0,4.0,31.7,0.0,5.0,3.0,1.0,30.250000000000007,0.953,0.0,58.1
24.0,2,1,2,2,3,12.0,27.0,1.4,52.0,6.0,3.0,1.0,90.8,0.852,1.0,86.1
35.0,0,1,0,1,1,1.0,21.0,37.3,3.0,11.0,6.0,3.0,63.0,0.962,1.0,91.4
16.0,0,1,1,0,4,51.0,20.0,15.2,42.0,9.0,6.0,0.0,74.4,0.683,0.0,78.0
26.0,0,1,2,1,1,14.0,9.0,18.5,0.0,4.0,4.0,2.0,54.9,0.639,0.0,66.7
30.0,2,1,2,1,0,3.0,12.0,12.2,2.0,4.0,3.0,3.0,76.6,0.89,1.0,100.0
37.0,3,1,2,2,4,39.0,28.0,12.5,39.0,4.0,1.0,3.5,49.1,0.903,0.0,67.0
23.0,0,1,2,1,4,25.0,3.0,7.8,10.0,4.0,4.0,2.0,79.8,0.772,0.0,87.3
28.0,3,0,2,2,4,50.0,11.0,7.5,17.0,2.0,2.0,1.0,65.9,0.881,0.0,58.4
26.0,2,0,1,1,3,6.0,31.0,38.1,41.0,8.0,4.0,0.0,63.0,1.0,1.0,97.2
26.0,2,0,1,2,3,19.0,18.0,9.3,28.0,9.0,2.0,2.0,58.6,0.73,0.0,54.1
24.0,2,1,2,1,4,52.0,22.0,35.2,26.0,7.0,5.0,2.0,86.2,0.937,1.0,82.6
24.0,2,1,3,2,0,33.0,18.0,16.1,28.0,8.0,1.0,3.0,64.5,0.782,0.0,62.6
27.0,2,1,2,1,4,2.0,6.0,10.0,7.0,2.0,2.0,3.0,71.0,0.687,1.0,81.5
19.0,4,1,3,2,1,34.0,13.0,21.1,17.0,6.0,4.0,2.0,51.5,0.808,0.0,70.4
30.0,1,1,0,2,0,43.0,13.0,4.0,23.0,7.0,5.0,3.5,42.6,0.99,0.0,70.3
35.0,2,1,0,0,0,25.0,16.0,15.4,9.0,8.0,2.0,0.0,69.7,0.832,1.0,85.8
19.0,3,0,3,2,4,21.0,16.0,21.3,33.0,7.0,5.0,2.0,69.0,0.837,1.0,86.8
33.0,1,0,2,1,1,25.0,18.0,12.0,27.0,6.0,0.0,0.0,57.3,0.85,0.0,63.7
26.0,1,1,0,1,2,17.0,25.0,43.0625,35.0,7.0,8.0,1.0,69.1,0.604,0.0,79.7
29.0,0,0,2,2,4,25.0,19.0,12.2,24.0,6.0,5.0,2.0,68.2,1.0,0.0,74.3
19.0,2,1,0,1,4,41.0,46.0,24.6,45.0,7.0,7.0,3.0,73.8,1.0,1.0,99.1
18.0,2,0,2,2,1,32.0,23.0,43.0625,42.0,8.0,2.0,0.0,54.2,0.655,0.0,74.7
31.0,1,1,1,1,3,48.0,12.0,15.4,17.0,7.0,1.0,1.0,57.6,0.77,0.0,60.4
30.0,2,1,2,1,4,37.0,6.0,14.0,4.0,9.0,5.0,2.0,80.7,1.0,1.0,100.0
25.0,3,1,1,0,4,3.0,36.0,4.9,42.0,10.0,2.0,0.0,58.9,0.832,1.0,83.5
22.0,2,2,1,0,1,22.0,7.0,23.1,3.0,8.0,5.0,1.0,72.9,0.837,0.0,91.3
28.0,2,1,0,0,3,37.0,15.0,8.8,10.0,8.0,5.0,1.0,88.6,1.0,1.0,79.4
23.0,1,1,0,1,4,30.0,11.0,4.1,32.0,3.0,3.0,1.0,71.1,0.667,0.0,67.3
18.0,0,0,0,1,4,34.0,8.0,26.8,6.0,7.0,8.0,1.0,53.9,0.906,0.0,60.2
25.0,2,1,2,2,4,23.0,12.0,19.9,19.0,6.0,4.0,3.0,61.0,0.896,0.0,72.6
17.0,3,0,2,1,1,1.0,8.0,10.7,9.0,11.0,4.0,3.0,77.9,1.0,0.0,52.2
21.0,0,1,2,2,1,34.0,7.0,26.6,16.0,5.0,4.0,3.0,52.8,0.832,0.0,63.8
28.0,3,0,3,2,2,31.0,17.0,43.0625,23.0,8.0,6.0,2.0,56.7,0.604,1.0,88.9
39.0,1,2,2,1,4,43.0,23.0,33.5,41.0,10.0,5.0,3.0,62.2,0.682,0.0,83.3
16.0,3,0,3,1,4,33.0,16.0,23.9,17.0,9.0,5.0,1.0,56.6,1.0,0.0,65.3
22.0,2,0,0,2,1,27.0,24.0,29.5,22.0,5.0,5.0,0.0,83.1,0.782,1.0,92.8
17.0,1,1,0,1,3,5.0,27.0,16.5,42.0,12.0,5.0,1.0,56.8,0.883,0.0,78.8
23.0,2,1,2,2,4,35.0,21.0,14.5,46.0,9.0,4.0,2.0,63.7,0.648,0.0,71.6
28.0,1,1,2,1,1,5.0,11.0,24.9,38.0,8.0,2.0,2.0,64.3,0.757,0.0,56.4
28.0,0,1,1,1,1,51.0,22.0,20.3,41.0,10.0,4.0,1.0,54.9,0.906,0.0,74.5
29.0,2,1,2,1,1,36.0,11.0,13.7,11.0,6.0,2.0,2.0,64.4,0.968,0.0,70.8
26.0,2,0,1,2,4,34.0,16.0,22.5,27.0,4.0,4.0,1.0,74.6,0.748,1.0,87.4
28.0,2,2,3,1,3,14.0,25.0,17.0,26.0,9.0,4.0,2.0,79.4,0.898,1.0,86.3
32.0,1,0,2,1,2,28.0,8.0,27.3,10.0,8.0,3.0,0.0,76.1,0.741,0.0,71.4
29.0,2,1,0,1,1,25.0,25.0,15.2,35.0,7.0,8.0,1.0,73.5,0.818,1.0,100.0
24.0,3,2,3,0,0,3.0,18.0,11.1,36.0,5.0,6.0,2.0,70.8,0.908,1.0,95.6
35.0,0,1,2,2,1,30.0,18.0,9.6,32.0,5.0,4.0,1.0,66.9,0.997,0.0,73.0
26.0,0,0,1,2,4,39.0,13.0,43.0625,24.0,7.0,6.0,3.0,64.9,0.673,1.0,94.0
21.0,3,1,2,1,0,22.0,9.0,22.5,18.0,9.0,7.0,0.0,72.9,0.868,0.0,68.7
30.0,3,2,2,1,0,5.0,21.0,9.9,45.0,4.0,3.0,1.0,70.4,0.691,0.0,58.0
25.0,1,1,0,1,0,9.0,21.0,42.7,50.0,5.0,3.0,1.0,67.4,0.843,1.0,88.0
22.0,2,1,3,2,2,17.0,26.0,17.6,21.0,8.0,5.0,0.0,73.1,0.938,1.0,78.2
27.0,1,1,2,2,3,23.0,9.0,13.5,7.0,8.0,9.0,2.0,59.4,0.984,0.0,75.2
25.0,3,0,2,0,0,37.0,22.0,13.0,4.0,7.0,4.0,3.0,76.0,0.583,0.0,63.5
27.0,1,1,2,2,1,27.0,12.0,13.4,15.0,8.0,3.0,0.0,79.8,0.773,0.0,64.1
29.0,1,1,2,2,1,19.0,22.0,19.1,34.0,4.0,5.0,0.0,51.5,0.863,0.0,62.5
26.0,0,0,2,0,2,8.0,20.0,10.6,44.0,6.0,1.0,2.0,50.8,0.904,1.0,83.6
30.0,1,0,1,2,3,4.0,20.0,16.2,37.0,5.0,2.0,1.0,65.0,0.634,0.0,61.3
25.0,2,1,1,1,1,9.0,21.0,12.0,19.0,6.0,3.0,3.5,66.1,0.941,1.0,84.5
31.0,1,0,1,1,1,19.0,17.0,26.6,18.0,9.0,7.0,2.0,72.0,0.819,0.0,80.0
31.0,3,1,2,1,1,23.0,17.0,13.9,37.0,8.0,5.0,1.0,61.8,0.742,0.0,63.8
27.0,1,1,2,1,4,48.0,22.0,18.5,30.0,6.0,3.0,1.0,69.6,1.0,1.0,95.5
18.0,1,0,0,0,4,11.0,24.0,17.1,28.0,6.0,5.0,2.0,66.1,0.912,0.0,87.2
18.0,1,0,2,1,1,4.0,20.0,25.4,25.0,7.0,5.0,1.0,85.3,0.799,1.0,93.1
26.0,3,0,2,1,3,24.0,22.0,13.3,43.0,8.0,3.0,2.0,73.0,0.676,1.0,78.5
29.0,2,0,0,2,4,42.0,17.0,19.6,7.0,6.0,4.0,1.0,72.1,0.885,0.0,69.3
26.0,2,1,2,1,3,30.0,10.0,24.2,15.0,3.0,3.0,1.0,84.8,0.999,1.0,89.5
34.0,3,2,1,1,1,48.0,7.0,14.8,10.0,5.0,2.0,1.0,76.3,0.962,0.0,54.9
28.0,3,0,3,0,0,48.0,18.0,17.0,32.0,9.0,3.0,1.0,49.4,0.984,1.0,80.0
23.0,2,2,0,0,4,42.0,35.0,37.0,33.0,6.0,3.0,1.0,54.2,0.994,0.0,70.4
31.0,3,1,2,1,4,24.0,7.0,34.9,9.0,8.0,4.0,1.0,47.9,0.72,1.0,82.6
28.0,2,0,0,0,1,24.0,21.0,32.0,35.0,8.0,5.0,2.0,84.8,0.754,0.0,70.6
31.0,1,0,2,1,1,43.0,21.0,15.8,47.0,12.0,3.0,2.0,66.9,1.0,0.0,80.2
19.0,1,0,0,2,1,21.0,19.0,25.5,23.0,3.0,5.0,3.0,73.0,0.809,0.0,71.0
27.0,1,0,2,0,1,36.0,12.0,15.0,10.0,10.0,3.0,1.0,51.0,0.897,0.0,54.5
26.0,1,1,1,1,3,43.0,10.0,14.0,20.0,6.0,7.0,2.0,76.4,0.944,1.0,84.4
33.0,2,2,0,0,3,4.0,14.0,4.5,9.0,4.0,2.0,0.0,67.2,0.759,0.0,59.0
24.0,1,1,2,2,1,33.0,19.0,9.1,41.0,8.0,3.0,2.0,69.3,0.568,0.0,59.5
20.0,1,1,2,2,3,9.0,14.0,7.9,20.0,7.0,2.0,3.5,37.7,0.976,1.0,77.2
16.0,3,1,2,2,2,45.0,35.0,25.5,39.0,10.0,1.0,3.0,75.8,0.942,0.0,76.4
25.0,0,1,3,2,4,44.0,30.0,29.1,28.0,9.0,3.0,0.0,56.5,0.774,0.0,61.2
34.0,2,0,2,1,2,14.0,10.0,11.1,12.0,5.0,1.0,3.0,67.8,0.855,0.0,69.3
18.0,4,1,2,2,1,37.0,21.0,10.4,36.0,6.0,4.0,1.0,71.8,1.0,0.0,78.6
24.0,1,2,3,2,2,41.0,16.0,30.5,25.0,13.0,5.0,2.0,66.7,0.649,0.0,73.3
31.0,3,1,2,1,1,44.0,12.0,21.0,26.0,3.0,4.0,1.0,74.2,1.0,0.0,64.7
21.0,3,1,2,1,4,21.0,16.0,8.1,24.0,6.0,5.0,2.0,62.5,0.8,0.0,63.4
16.0,2,2,2,1,4,31.0,14.0,7.2,19.0,8.0,3.0,3.0,69.9,0.957,1.0,85.5
18.0,2,1,2,0,0,44.0,7.0,19.7,13.0,6.0,1.0,3.5,79.9,0.952,0.0,54.3
16.0,3,0,3,1,0,4.0,22.0,24.7,31.0,5.0,5.0,3.5,60.2,0.937,1.0,100.0
20.0,2,1,0,0,1,12.0,28.0,19.2,44.0,8.0,4.0,1.0,72.9,0.81,0.0,76.0
24.0,0,0,2,1,4,43.0,14.0,11.4,21.0,9.0,2.0,1.0,67.6,0.889,0.0,67.8
16.0,2,1,3,0,2,11.0,9.0,16.1,29.0,9.0,9.0,3.0,73.6,1.0,1.0,93.6
25.0,0,1,2,2,1,3.0,3.0,43.0625,19.0,6.0,4.0,1.0,70.6,0.684,0.0,73.5
24.0,0,1,2,1,0,50.0,5.0,19.6,0.0,6.0,5.0,3.0,60.9,0.726,0.0,65.6
20.0,2,0,0,1,1,45.0,21.0,18.8,33.0,10.0,3.0,3.0,71.7,0.835,0.0,79.5
26.0,2,1,2,1,4,22.0,11.0,16.1,5.0,5.0,8.0,2.0,80.5,1.0,1.0,100.0
29.0,2,1,2,1,4,37.0,7.0,39.9,18.0,6.0,6.0,1.0,76.0,0.734,0.0,75.0
20.0,2,2,2,1,1,43.0,39.0,11.6,68.0,7.0,2.0,2.0,88.9,0.925,1.0,100.0
19.0,3,1,3,1,1,49.0,14.0,7.1,18.0,4.0,4.0,1.0,56.8,0.933,0.0,75.1
16.0,0,1,3,2,4,41.0,18.0,7.6,33.0,6.0,2.0,3.0,56.6,0.95,0.0,75.4
25.0,1,1,1,2,4,34.0,10.0,10.2,26.0,5.0,5.0,3.5,70.4,1.0,1.0,100.0
20.0,2,0,3,1,1,47.0,12.0,17.9,20.0,9.0,6.0,0.0,79.2,0.872,0.0,74.1
17.0,3,0,3,1,4,11.0,28.0,14.0,51.0,7.0,2.0,1.0,89.0,0.896,1.0,93.2
24.0,2,0,2,2,4,32.0,6.0,11.1,17.0,4.0,1.0,2.0,66.1,0.632,0.0,56.6
27.0,2,2,2,1,0,40.0,22.0,9.3,24.0,10.0,4.0,3.0,65.6,0.758,0.0,62.5
31.0,3,0,0,1,1,46.0,16.0,6.7,36.0,4.0,5.0,0.0,31.9,0.789,0.0,50.8
24.0,0,1,2,0,4,4.0,5.0,14.3,5.0,7.0,5.0,1.0,64.0,0.889,1.0,85.6
17.0,1,0,2,1,1,27.0,46.0,22.3,65.0,10.0,5.0,0.0,81.1,0.986,1.0,87.1
18.0,0,1,1,2,4,27.0,19.0,31.5,3.0,8.0,8.0,1.0,80.6,0.939,1.0,94.9
19.0,0,1,3,2,4,16.0,17.0,13.3,16.0,7.0,4.0,0.0,78.5,0.726,0.0,64.6
20.0,3,1,3,1,2,48.0,14.0,34.6,20.0,8.0,2.0,2.0,57.5,0.739,0.0,55.0
16.0,2,0,2,2,4,49.0,8.0,27.5,13.0,8.0,3.0,0.0,71.5,0.9,0.0,70.5
29.0,0,1,2,1,1,40.0,18.0,9.5,22.0,6.0,2.0,3.5,70.9,1.0,1.0,77.1
16.0,3,1,2,1,1,37.0,8.0,26.0,5.0,8.0,1.0,2.0,65.8,0.758,0.0,67.7
20.0,3,1,2,1,4,26.0,6.0,4.2,8.0,6.0,2.0,0.0,46.3,0.813,0.0,77.0
26.0,2,0,2,0,1,33.0,7.0,12.9,11.0,4.0,3.0,3.5,52.0,0.643,0.0,56.8
16.0,1,1,2,1,2,26.0,16.0,27.4,32.0,10.0,4.0,1.0,77.9,0.729,1.0,92.3
24.0,0,1,2,1,0,22.0,38.0,15.8,55.0,7.0,6.0,0.0,69.9,1.0,1.0,99.2
22.0,1,1,0,0,4,5.0,22.0,20.5,33.0,8.0,1.0,0.0,72.4,1.0,0.0,81.2
26.0,3,1,2,2,4,21.0,25.0,21.1,38.0,8.0,7.0,1.0,69.7,0.852,0.0,79.0
20.0,1,2,3,2,3,33.0,20.0,27.9,27.0,9.0,6.0,3.0,40.3,0.827,0.0,70.4
17.0,1,0,2,2,4,48.0,20.0,13.8,38.0,7.0,4.0,1.0,52.3,0.714,0.0,63.3
18.0,1,0,1,0,4,36.0,26.0,19.5,42.0,5.0,5.0,3.0,62.0,0.81,1.0,87.7
16.0,0,1,0,1,2,27.0,18.0,9.5,36.0,6.0,2.0,1.0,61.5,0.723,0.0,71.7
27.0,2,0,3,2,3,19.0,11.0,15.9,18.0,13.0,1.0,2.0,63.6,0.817,0.0,57.4
20.0,1,1,1,1,2,20.0,36.0,6.1,45.0,8.0,7.0,3.0,56.3,1.0,0.0,57.4
29.0,3,1,2,1,2,3.0,16.0,38.5,22.0,4.0,1.0,1.0,63.1,0.8,0.0,86.7
31.0,3,1,1,1,2,43.0,7.0,12.6,9.0,6.0,3.0,1.0,65.4,0.953,0.0,54.5
25.0,3,1,3,1,0,4.0,11.0,5.5,7.0,7.0,8.0,3.0,56.9,0.667,0.0,60.1
22.0,2,1,0,2,3,51.0,2.0,9.4,3.0,4.0,4.0,2.0,62.8,0.659,0.0,49.7
24.0,1,0,2,2,4,43.0,12.0,24.6,19.0,8.0,5.0,0.0,60.0,0.742,0.0,75.5
16.0,2,1,3,0,4,21.0,9.0,6.5,0.0,7.0,3.0,2.0,61.3,0.781,0.0,52.5
16.0,1,0,3,2,1,25.0,15.0,13.3,19.0,10.0,4.0,2.0,68.7,1.0,0.0,77.6
32.0,3,2,2,1,4,17.0,27.0,24.6,36.0,12.0,3.0,2.0,44.5,0.741,0.0,73.3
24.0,1,0,0,2,1,3.0,23.0,25.5,26.0,6.0,4.0,1.0,76.0,0.742,1.0,75.9
23.0,3,2,2,2,1,20.0,27.0,16.5,43.0,5.0,3.0,1.0,50.6,0.967,0.0,55.1
16.0,2,1,3,0,0,29.0,5.0,7.4,2.0,1.0,4.0,0.0,88.9,0.814,0.0,83.0
26.0,0,1,0,2,1,14.0,14.0,14.5,18.0,7.0,5.0,2.0,56.7,0.885,0.0,94.0
18.0,2,1,3,1,0,12.0,25.0,11.6,33.0,9.0,8.0,2.0,74.8,0.862,0.0,90.3
19.0,2,1,2,0,1,37.0,22.0,11.8,41.0,5.0,2.0,2.0,57.6,0.749,0.0,57.4
22.0,0,1,2,1,2,4.0,36.0,9.2,56.0,12.0,5.0,3.0,85.5,0.731,0.0,80.5
16.0,2,0,0,1,1,50.0,24.0,13.0,32.0,7.0,1.0,1.0,73.8,0.865,0.0,72.9
29.0,3,1,0,0,0,6.0,30.0,7.7,56.0,7.0,3.0,0.0,68.7,1.0,1.0,77.1
30.0,3,1,2,0,0,6.0,10.0,27.9,18.0,10.0,3.0,0.0,64.7,0.896,0.0,64.5
16.0,2,1,0,2,3,28.0,18.0,32.8,27.0,10.0,9.0,2.0,89.9,0.853,1.0,100.0
28.0,2,1,3,2,4,20.0,34.0,12.3,65.0,11.0,2.0,0.0,71.5,0.735,0.0,75.8
16.0,3,1,0,2,2,18.0,7.0,7.5,11.0,5.0,4.0,0.0,80.1,0.777,0.0,77.8
28.0,1,1,2,0,2,19.0,21.0,13.7,36.0,10.0,3.0,1.0,58.6,0.788,1.0,84.5
29.0,3,2,1,1,4,34.0,22.0,19.6,21.0,9.0,7.0,2.0,79.7,0.71,1.0,83.6
21.0,2,1,0,1,2,43.0,32.0,20.6,45.0,6.0,1.0,0.0,81.5,1.0,1.0,100.0
26.0,3,1,1,2,2,10.0,30.0,24.5,57.0,9.0,6.0,2.0,66.9,0.857,1.0,87.2
27.0,2,0,2,2,1,50.0,19.0,6.1,42.0,6.0,7.0,2.0,90.0,0.759,0.0,86.0
27.0,3,1,1,2,2,14.0,17.0,14.5,19.0,8.0,4.0,3.0,79.9,0.702,1.0,85.0
24.0,3,2,2,1,1,16.0,12.0,14.0,12.0,10.0,6.0,1.0,74.6,0.842,0.0,77.4
33.0,2,0,2,2,4,41.0,7.0,17.6,0.0,8.0,3.0,1.0,65.3,0.806,1.0,75.9
23.0,2,1,0,1,4,36.0,12.0,20.4,12.0,6.0,7.0,2.0,71.1,1.0,1.0,89.5
24.0,1,1,2,2,1,50.0,16.0,14.4,22.0,11.0,3.0,1.0,58.3,0.835,0.0,64.7
16.0,1,2,1,1,2,36.0,10.0,11.9,15.0,3.0,5.0,1.0,87.5,0.946,1.0,100.0
24.0,2,1,2,2,4,2.0,36.0,5.1,37.0,11.0,5.0,0.0,67.8,0.963,1.0,100.0
31.0,1,1,3,2,0,47.0,12.0,33.0,7.0,4.0,3.0,3.0,64.3,0.633,0.0,57.6
20.0,0,1,0,2,0,27.0,28.0,15.3,39.0,9.0,9.0,0.0,73.4,0.812,1.0,94.9
20.0,0,0,2,2,2,5.0,29.0,15.4,34.0,6.0,2.0,1.0,65.8,1.0,0.0,72.4
16.0,1,1,2,2,3,44.0,35.0,28.4,48.0,10.0,7.0,0.0,75.7,0.721,1.0,86.8
26.0,1,0,2,0,4,29.0,14.0,12.9,23.0,9.0,1.0,1.0,35.7,0.54,0.0,59.4
21.0,2,1,0,2,3,1.0,14.0,43.0625,26.0,7.0,8.0,3.5,84.2,0.712,1.0,82.9
31.0,0,0,0,1,4,23.0,31.0,30.9,29.0,10.0,2.0,0.0,68.8,0.676,0.0,63.2
31.0,0,1,2,2,3,5.0,9.0,12.0,25.0,6.0,2.0,1.0,65.8,0.709,0.0,62.2
18.0,1,0,1,1,0,2.0,14.0,11.2,12.0,4.0,2.0,1.0,52.7,1.0,0.0,58.7
19.0,2,1,3,2,1,19.0,22.0,17.5,31.0,5.0,2.0,1.0,76.6,0.836,0.0,63.6
26.0,3,1,1,0,2,5.0,9.0,32.0,29.0,9.0,2.0,3.0,89.6,0.66,1.0,82.8
16.0,0,0,2,1,4,8.0,9.0,23.3,22.0,7.0,4.0,1.0,86.5,0.961,1.0,80.1
24.0,3,0,2,2,4,1.0,12.0,20.1,28.0,9.0,3.0,0.0,49.3,0.811,0.0,50.4
35.0,1,0,2,2,4,12.0,7.0,24.9,20.0,4.0,5.0,1.0,40.3,0.824,0.0,61.2
33.0,1,1,2,1,1,41.0,19.0,21.7,18.0,2.0,2.0,3.0,43.0,0.767,0.0,57.0
24.0,0,0,0,2,1,1.0,22.0,16.6,47.0,8.0,7.0,3.0,46.1,0.816,0.0,69.8
28.0,2,1,1,2,0,17.0,9.0,15.1,7.0,11.0,3.0,2.0,82.3,0.859,0.0,76.8
24.0,3,2,1,2,4,10.0,23.0,16.8,34.0,11.0,4.0,0.0,65.3,0.98,1.0,73.4
21.0,3,1,3,2,3,14.0,8.0,16.1,2.0,4.0,5.0,2.0,65.8,0.907,0.0,71.1
34.0,0,1,1,0,4,13.0,12.0,11.2,12.0,7.0,1.0,2.0,77.8,0.78,0.0,56.9
21.0,2,1,2,0,2,49.0,10.0,21.9,10.0,7.0,7.0,1.0,63.3,0.905,0.0,71.0
32.0,2,1,2,1,1,49.0,21.0,10.4,17.0,5.0,5.0,3.0,76.2,0.994,0.0,80.1
23.0,1,0,0,1,2,38.0,40.0,13.2,68.0,12.0,0.0,2.0,75.4,0.827,0.0,77.4
39.0,1,1,0,0,4,11.0,8.0,16.1,17.0,8.0,6.0,2.0,81.3,1.0,0.0,82.6
16.0,1,0,2,1,1,24.0,8.0,16.0,9.0,4.0,3.0,0.0,53.0,0.757,0.0,58.8
22.0,3,1,0,2,0,42.0,11.0,10.3,17.0,4.0,4.0,2.0,54.0,0.833,0.0,69.8
27.0,1,1,0,1,1,28.0,32.0,6.1,50.0,7.0,4.0,1.0,58.3,1.0,0.0,65.2
33.0,1,0,2,0,1,36.0,9.0,17.3,15.0,9.0,5.0,3.5,56.0,0.67,0.0,61.5
36.0,3,0,1,1,0,26.0,18.0,7.0,41.0,8.0,5.0,0.0,69.9,0.682,0.0,66.2
27.0,0,2,2,1,1,20.0,13.0,15.2,12.0,7.0,1.0,3.5,84.9,0.651,0.0,52.3
19.0,2,1,2,2,0,25.0,16.0,22.1,21.0,3.0,3.0,1.0,42.2,0.776,0.0,63.6
25.0,3,1,2,1,2,27.0,15.0,43.0625,20.0,7.0,7.0,3.0,72.7,0.842,1.0,100.0
17.0,0,0,1,1,1,46.0,39.0,43.0625,43.0,10.0,5.0,3.5,55.7,1.0,0.0,80.6
21.0,1,1,2,0,1,13.0,12.0,26.6,10.0,8.0,4.0,0.0,82.2,0.716,0.0,76.8
20.0,2,0,3,2,3,10.0,20.0,11.9,10.0,6.0,4.0,2.0,68.2,1.0,0.0,70.4
17.0,2,0,0,1,2,1.0,11.0,8.8,15.0,6.0,4.0,3.5,82.8,0.902,1.0,100.0
21.0,2,1,0,1,2,40.0,10.0,32.0,0.0,7.0,4.0,2.0,55.6,0.943,0.0,70.2
16.0,2,0,2,1,4,30.0,34.0,24.8,50.0,12.0,4.0,0.0,87.9,0.856,0.0,82.2
25.0,3,1,0,1,2,23.0,12.0,30.1,20.0,7.0,1.0,0.0,62.2,0.909,0.0,59.6
19.0,0,1,1,2,0,12.0,27.0,10.4,37.0,12.0,5.0,3.5,39.1,0.899,0.0,66.9
21.0,2,2,0,1,3,12.0,12.0,18.1,13.0,7.0,4.0,2.0,52.6,0.762,0.0,77.7
28.0,1,1,2,1,4,18.0,24.0,15.4,28.0,12.0,5.0,1.0,61.7,0.859,0.0,59.7
24.0,3,1,2,2,1,10.0,33.0,7.3,68.0,6.0,2.0,3.0,96.9,0.934,1.0,99.1
30.0,3,0,2,2,0,27.0,23.0,17.4,57.0,4.0,8.0,1.0,80.8,0.837,1.0,86.1
26.0,3,0,0,1,4,27.0,6.0,43.0625,6.0,5.0,5.0,0.0,47.8,0.818,0.0,72.3
23.0,1,0,0,2,2,17.0,6.0,14.2,7.0,7.0,5.0,1.0,78.0,0.811,0.0,65.1
21.0,3,0,0,0,4,34.0,30.0,29.3,47.0,6.0,2.0,0.0,53.0,0.974,1.0,97.0
31.0,1,0,1,2,1,30.0,4.0,43.0625,0.0,12.0,4.0,1.0,60.6,0.915,1.0,92.7
23.0,2,1,1,1,4,14.0,17.0,5.1,31.0,4.0,4.0,1.0,67.8,0.931,1.0,73.9
26.0,3,1,0,1,1,41.0,44.0,23.5,68.0,6.0,2.0,3.0,48.3,1.0,0.0,66.1
18.0,3,0,2,2,0,20.0,7.0,21.4,0.0,4.0,2.0,0.0,100.0,0.829,1.0,89.5
21.0,3,2,2,1,4,41.0,34.0,10.7,52.0,5.0,4.0,3.0,44.5,0.917,0.0,71.7
21.0,2,0,0,0,1,2.0,22.0,11.6,20.0,4.0,5.0,2.0,67.4,0.775,0.0,78.4
21.0,1,1,2,1,4,10.0,39.0,28.1,61.0,8.0,2.0,1.0,72.4,0.95,1.0,79.4
22.0,1,1,2,1,2,28.0,26.0,22.5,37.0,7.0,2.0,3.0,43.3,0.832,1.0,64.9
26.0,2,0,0,2,3,26.0,19.0,21.2,21.0,8.0,2.0,2.0,69.4,0.787,1.0,75.8
22.0,0,2,2,1,4,4.0,18.0,19.0,35.0,9.0,5.0,2.0,53.7,0.952,0.0,67.6
32.0,3,0,2,2,4,24.0,13.0,12.4,0.0,3.0,3.0,2.0,78.1,1.0,0.0,66.4
19.0,1,0,2,2,4,47.0,21.0,8.2,31.0,9.0,2.0,2.0,86.7,1.0,1.0,92.9
21.0,2,1,0,1,3,8.0,33.0,29.0,20.0,7.0,4.0,1.0,36.1,1.0,1.0,61.9
16.0,3,1,0,1,1,29.0,10.0,23.5,11.0,10.0,5.0,1.0,61.0,0.766,0.0,67.7
22.0,0,0,2,2,1,48.0,46.0,7.4,41.0,9.0,4.0,0.0,55.2,1.0,1.0,73.5
27.0,2,1,0,1,0,18.0,12.0,13.8,14.0,7.0,2.0,1.0,73.7,0.972,1.0,97.2
29.0,1,0,0,0,3,19.0,17.0,11.4,13.0,7.0,4.0,1.0,82.4,0.775,1.0,76.3
16.0,0,0,0,2,1,1.0,24.0,4.5,11.0,10.0,3.0,1.0,63.5,0.786,0.0,61.3
32.0,2,1,2,1,0,52.0,15.0,12.8,9.0,4.0,1.0,0.0,40.2,0.796,0.0,61.7
16.0,0,2,2,0,1,19.0,17.0,8.6,19.0,10.0,3.0,2.0,69.2,0.787,0.0,69.8
22.0,3,1,2,2,2,30.0,16.0,30.0,29.0,7.0,1.0,3.0,65.7,0.71,0.0,60.7
24.0,2,0,3,2,3,11.0,17.0,14.4,18.0,3.0,4.0,2.0,42.7,0.81,0.0,68.8
27.0,3,0,2,1,1,35.0,5.0,12.7,11.0,5.0,4.0,2.0,56.8,0.565,0.0,61.4
